info.debatty.jinu.examples.DummyTest2;	3.0;	0;	155.25296311372284;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	32;	154.8006336721421;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.77838508039326;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	160.85734589623655;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	156.39077727385876;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.03321087406087;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	157.44396033557388;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	160.54188133409178;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	26;	154.8212305801921;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.16974024064874;	1.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	334;	157.1181252597212;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	156.0825935447371;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	375;	158.77595930783002;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	155.35025754565356;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	334;	159.14756681823442;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	334;	158.1627299280234;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	161.4505639259749;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	367;	160.62786976524768;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	157.60490145315018;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	353;	155.89153676600148;	155.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	1;	154.87710823747173;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.42072648945097;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.033676872296;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.1631568514356;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	152.33359315227597;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	153.60473075189964;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	154.53533382903882;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	154.62682525113547;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.4308269242659;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	152.42225781933476;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.33737536869103;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.76470306811416;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	18;	154.82462660808122;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	157.03662653306063;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.3236611746945;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	159.53552300477028;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	16;	155.1625957962819;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	151.15540420538915;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	159.06091231304433;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	19;	157.57693244044464;	1.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	153.65405403735838;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	155.84522804760408;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	157.84545056493724;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	156.6689229014125;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	155.5591772570505;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	153.59998036269414;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	153.750418930045;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	155.42441113996034;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	151.67753230834646;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	156.4597884577222;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	334;	152.59588422982057;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	151.90739620812954;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	355;	161.9764545879158;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	162.16724155583245;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	334;	151.50190830769915;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	334;	149.47223758318265;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	352;	150.38749236510765;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	367;	154.11382121794892;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	148.74924814616244;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	371;	158.22292808773676;	155.0;	
