info.debatty.jinu.examples.DummyTest2;	3.0;	0;	157.90808736949504;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	157.00995984421402;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	17;	159.82996982299332;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	156.87091898916256;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.36644913436325;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.4826177608661;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.48213631186036;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	156.41314221530465;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	19;	159.11840304857844;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	155.5254141605502;	1.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	155.96862543994493;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	155.2098308346983;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	157.71257384143237;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	156.04143960395905;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	151.97875814909662;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	150.2979134595284;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	156.73112965840824;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	151.6491491180665;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	355;	158.95329950812436;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	333;	158.73758775020295;	155.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	157.4164116744172;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	153.48294203784724;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	157.38144292417496;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	157.47296108501357;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.14535253164178;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.62127154414577;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.90659722916587;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	157.3941266913523;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	153.9809112677345;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.91927318518302;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.28057878475664;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	153.916225867344;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	21;	156.84905566995855;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	19;	151.01643940690695;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	151.8460989441764;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	152.97096591101158;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	157.78103016658193;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	17;	148.87121589783504;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	158.05641399524336;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	157.96190490608714;	1.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	152.4069513666841;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	153.92410855762685;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	156.76759428780204;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	158.97579819605946;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	155.6579292291096;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	155.22668338297993;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	155.9290733689223;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	152.9803184432689;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	334;	157.09862466983256;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	333;	153.69262815291052;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	157.3263579756528;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	153.7358640610466;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	359;	157.1608085071739;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	154.87164945937317;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	151.45214596615443;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	155.28485810376068;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	151.55332899025603;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	160.1971438185688;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	355;	149.0213645816852;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	333;	156.09823677906854;	155.0;	
