info.debatty.jinu.examples.DummyTest;	3.0;	12;	154.28294225289616;	
info.debatty.jinu.examples.DummyTest;	3.0;	13;	156.4355554221178;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	151.08808298791539;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	155.57907900871697;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	155.25001351890327;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	152.9994391787051;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	153.6210560079181;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	150.64213979214313;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	152.35374758941333;	
info.debatty.jinu.examples.DummyTest;	3.0;	12;	153.94074902156555;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	153.12945844207127;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	149.94142022455378;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	155.94080983232254;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.06128344923718;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	153.3138695246218;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	153.59473378349267;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	158.2288834366619;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	155.84252892027044;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.41502276243173;	
info.debatty.jinu.examples.DummyTest2;	4.0;	1;	159.27928916704022;	
info.debatty.jinu.examples.DummyTest;	2.0;	13;	153.51882038003873;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	157.8761786626843;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	155.1186616615327;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	154.25669165115477;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	160.49388012889236;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	157.38988231241817;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	156.00331934866657;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	155.40290244029666;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	155.85626624886166;	
info.debatty.jinu.examples.DummyTest;	2.0;	12;	157.06382307690788;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	157.34482371345018;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	153.6197329862764;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	152.0553270305655;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	149.52362098080297;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	156.61808906005024;	
info.debatty.jinu.examples.DummyTest;	4.0;	13;	161.1453968539622;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	154.22851056751318;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	155.7426135174943;	
info.debatty.jinu.examples.DummyTest;	4.0;	13;	156.51159250863475;	
info.debatty.jinu.examples.DummyTest;	4.0;	12;	160.21637991125354;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	161.90229459486423;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	152.1747569583373;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	155.07274207157056;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.2222148501875;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.6345423487933;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	157.1825101496335;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	149.16431503259875;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	157.41979572667;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	155.02791272133373;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	151.91860166928583;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	151.25619975928674;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.67088198139928;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	153.82653908103651;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.1074411034817;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.98565535777712;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	150.11292352558655;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	153.28920909244923;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.11870404946316;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	157.2689909175379;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	152.17578056647986;	
