info.debatty.jinu.examples.DummyTest;	3.0;	1200;	156.03329176607264;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	158.24060446932094;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	152.36544660513567;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	160.57473376090525;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	156.7259943543205;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	156.2124132913692;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	155.8442888987952;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	156.9655397118424;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1200;	154.45069568630225;	155.0;	
info.debatty.jinu.examples.DummyTest;	3.0;	1201;	154.21541559962927;	155.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.490636231013;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	156.24737984436433;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	151.61330582497612;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	154.455691536469;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	154.90097983221207;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	154.67536827751007;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.84498454225846;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	152.7606394728243;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	151.65578670004578;	1.0;	
info.debatty.jinu.examples.DummyTest2;	2.0;	0;	155.68987309965993;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	151.62049366510254;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.28045159337077;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	157.85782240577691;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	161.23390500366204;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	158.37897671111168;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	156.4694574925843;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	151.02394015198803;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	149.79919186313805;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	162.39870922077307;	1.0;	
info.debatty.jinu.examples.DummyTest2;	4.0;	0;	153.73534042596378;	1.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1201;	153.28144999586533;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1201;	156.27340903209424;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	153.80139951491614;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	154.54388222135844;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1201;	158.52292350756088;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	154.3098555038648;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	155.41963444440293;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	155.54415655117148;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	157.069345483184;	155.0;	
info.debatty.jinu.examples.DummyTest;	2.0;	1200;	154.89049938760692;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	152.74165108702476;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	165.17250668909185;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1201;	155.05407629684746;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1201;	150.6710824718823;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	154.47284302270498;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1201;	154.98647607095646;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	154.97805990513626;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	158.63999774692905;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1200;	148.3823609143204;	155.0;	
info.debatty.jinu.examples.DummyTest;	4.0;	1201;	154.7514641478614;	155.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	156.966645562396;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.62360557289628;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	158.75981128557294;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.65564016573435;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.20163873894006;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	162.34077271375773;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	153.9488655935666;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	165.43610263102784;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	154.70082801513865;	1.0;	
info.debatty.jinu.examples.DummyTest2;	3.0;	0;	151.31502460120046;	1.0;	
